,Location (coordinates in km as measured from the southwest corner of the city),,,,Transition matrix: ith row and jth column gives p_{ij}. So row sums are 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.167,3.167,15,11.28916185,0,0.003147731,0.006130942,0.011941445,0.093035034,0.015590812,0.00800459,0.004109693,0,0.053152348,0,0.008219387,0.00800459,0.015590812,0.023258759,0,0,0.003147731,0.006130942,0.011941445,0.023258759,0.015590812,0.00800459,0.004109693,0,0.004109693,0.00800459,0.031181624,0.023258759,0.011941445,0,0,0,0.003147731,0.006130942,0.011941445,0.023258759,0.015590812,0.00800459,0.004109693,0.00800459,0.015590812,0.023258759,0.011941445,0.006130942,0,0,0,0,0.003147731,0.006130942,0.011941445,0.023258759,0.015590812,0.00800459,0.015590812,0.023258759,0.011941445,0.006130942,0.003147731,0,0,0,0,0,0.003147731,0.012261884,0.011941445,0.093035034,0.015590812,0.023258759,0.011941445,0.006130942,0.003147731,0,0,0,0,0,0,0,0.003147731,0.006130942,0.011941445,0.046517517,0.011941445,0.024523769,0.003147731,0,0,0,0,0,0,0,0,0,0.003147731,0.006130942,0.011941445,0.006130942,0.003147731,0,0,0,0,0,0,0,0,0,0,0,0.003147731,0.006130942,0.003147731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003147731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.167,3.500,15,12.24951413,0,0,0.003568046,0.006949605,0.054143933,0.026364495,0.01767265,0.009073441,0.00465846,0,0.060249769,0,0.00465846,0.009073441,0.01767265,0,0,0,0.003568046,0.006949605,0.013535983,0.026364495,0.01767265,0.009073441,0.00465846,0,0.00465846,0.018146882,0.01767265,0.026364495,0,0,0,0,0.003568046,0.006949605,0.013535983,0.026364495,0.01767265,0.009073441,0.00465846,0.009073441,0.01767265,0.026364495,0.013535983,0,0,0,0,0,0.003568046,0.006949605,0.013535983,0.026364495,0.01767265,0.009073441,0.01767265,0.026364495,0.013535983,0.006949605,0,0,0,0,0,0,0.007136093,0.006949605,0.054143933,0.026364495,0.01767265,0.026364495,0.013535983,0.006949605,0.003568046,0,0,0,0,0,0,0,0.003568046,0.006949605,0.027071966,0.026364495,0.054143933,0.006949605,0.003568046,0,0,0,0,0,0,0,0,0,0.003568046,0.006949605,0.013535983,0.006949605,0.007136093,0,0,0,0,0,0,0,0,0,0,0,0.003568046,0.006949605,0.003568046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003568046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.167,3.833,30,23.62353919,0,0,0,0.00360175,0.028061001,0.013663842,0.02661353,0.017839583,0.009159147,0.004702463,0,0.121637757,0,0.004702463,0.009159147,0,0,0,0,0.00360175,0.00701525,0.013663842,0.02661353,0.017839583,0.009159147,0.004702463,0,0.009404926,0.009159147,0.017839583,0,0,0,0,0,0.00360175,0.00701525,0.013663842,0.02661353,0.017839583,0.009159147,0.004702463,0.009159147,0.017839583,0.02661353,0,0,0,0,0,0,0.00360175,0.00701525,0.013663842,0.02661353,0.017839583,0.009159147,0.017839583,0.02661353,0.013663842,0,0,0,0,0,0,0,0.00360175,0.028061001,0.013663842,0.02661353,0.017839583,0.02661353,0.013663842,0.00701525,0,0,0,0,0,0,0,0,0.00360175,0.014030501,0.013663842,0.106454119,0.013663842,0.00701525,0.00360175,0,0,0,0,0,0,0,0,0,0.00360175,0.00701525,0.013663842,0.014030501,0.014406998,0,0,0,0,0,0,0,0,0,0,0,0.00360175,0.00701525,0.00360175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.167,4.167,15,11.37323123,0,0,0,0,0.017770379,0.008652993,0.016853729,0.032826581,0.022004316,0.011297392,0.005800275,0,0.075017327,0,0.005800275,0,0,0,0,0,0.004442595,0.008652993,0.016853729,0.032826581,0.022004316,0.011297392,0.005800275,0,0.005800275,0.011297392,0,0,0,0,0,0,0.004442595,0.008652993,0.016853729,0.032826581,0.022004316,0.011297392,0.005800275,0.011297392,0.022004316,0,0,0,0,0,0,0,0.004442595,0.008652993,0.016853729,0.032826581,0.022004316,0.011297392,0.022004316,0.032826581,0,0,0,0,0,0,0,0,0.017770379,0.008652993,0.016853729,0.032826581,0.022004316,0.032826581,0.016853729,0,0,0,0,0,0,0,0,0,0.008885189,0.008652993,0.067414915,0.032826581,0.016853729,0.008652993,0,0,0,0,0,0,0,0,0,0,0.004442595,0.008652993,0.033707458,0.034611972,0.004442595,0,0,0,0,0,0,0,0,0,0,0,0.004442595,0.008652993,0.004442595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004442595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.167,4.500,15,11.9268777,0,0,0,0,0,0.005103945,0.009941127,0.019362671,0.037713333,0.025280003,0.012979186,0.013327473,0,0.086184832,0,0,0,0,0,0,0,0.005103945,0.009941127,0.019362671,0.037713333,0.025280003,0.012979186,0.013327473,0,0.006663736,0,0,0,0,0,0,0,0.005103945,0.009941127,0.019362671,0.037713333,0.025280003,0.012979186,0.006663736,0.012979186,0,0,0,0,0,0,0,0,0.005103945,0.009941127,0.019362671,0.037713333,0.025280003,0.012979186,0.025280003,0,0,0,0,0,0,0,0,0,0.005103945,0.009941127,0.019362671,0.037713333,0.025280003,0.037713333,0,0,0,0,0,0,0,0,0,0,0.005103945,0.039764506,0.019362671,0.037713333,0.019362671,0,0,0,0,0,0,0,0,0,0,0,0.005103945,0.019882253,0.077450683,0.009941127,0,0,0,0,0,0,0,0,0,0,0,0,0.005103945,0.009941127,0.005103945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005103945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.167,4.833,15,12.48909087,0,0,0,0,0,0,0.00601899,0.011723392,0.022834051,0.044474658,0.029812255,0.030612244,0.007858425,0,0.101636228,0,0,0,0,0,0,0,0.00601899,0.011723392,0.022834051,0.044474658,0.029812255,0.030612244,0.007858425,0,0,0,0,0,0,0,0,0,0.00601899,0.011723392,0.022834051,0.044474658,0.029812255,0.015306122,0.007858425,0,0,0,0,0,0,0,0,0,0.00601899,0.011723392,0.022834051,0.044474658,0.029812255,0.015306122,0,0,0,0,0,0,0,0,0,0,0.00601899,0.011723392,0.022834051,0.044474658,0.029812255,0,0,0,0,0,0,0,0,0,0,0,0.024075962,0.011723392,0.022834051,0.044474658,0,0,0,0,0,0,0,0,0,0,0,0,0.012037981,0.04689357,0.022834051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601899,0.011723392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.500,0.167,15,12.25298209,0,0.00648703,0.012635009,0.024609636,0.146853053,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0.083899411,0,0.00648703,0.012635009,0.024609636,0.036713263,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0.00648703,0.012635009,0.024609636,0.036713263,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0.00648703,0.012635009,0.024609636,0.036713263,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0,0.012635009,0.049219273,0.036713263,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0,0,0.024609636,0.036713263,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0,0,0,0.036713263,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0,0,0,0,0.018849218,0.009677511,0.0049686,0,0,0,0,0,0,0,0,0,0,0,0,0.009677511,0.0049686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.500,0.500,15,12.12814353,0.005994969,0,0.005994969,0.011676605,0.090971682,0.03392845,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0,0,0.077535386,0,0.005994969,0.011676605,0.02274292,0.03392845,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0.005994969,0,0.005994969,0.011676605,0.02274292,0.03392845,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0,0.011676605,0.005994969,0.011676605,0.02274292,0.03392845,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0,0,0.02274292,0.023353209,0.02274292,0.03392845,0.017419447,0.008943442,0.009183433,0,0,0,0,0,0,0,0,0.03392845,0.02274292,0.03392845,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0,0,0,0,0.017419447,0.03392845,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0,0,0,0,0,0.008943442,0.017419447,0.008943442,0.004591716,0,0,0,0,0,0,0,0,0,0,0,0.004591716,0.008943442,0.009183433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004591716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.500,0.833,15,11.422732,0.010450545,0.005365489,0,0.005365489,0.041802182,0.020354883,0.030365917,0.015590382,0.008004369,0.00410958,0,0,0,0,0,0.005365489,0,0.069394065,0,0.005365489,0.010450545,0.020354883,0.030365917,0.015590382,0.008004369,0.00410958,0,0,0,0,0.010450545,0.005365489,0,0.005365489,0.010450545,0.020354883,0.030365917,0.015590382,0.008004369,0.00410958,0,0,0,0,0,0.020354883,0.010450545,0.005365489,0.010450545,0.020354883,0.030365917,0.015590382,0.008004369,0.00410958,0,0,0,0,0,0,0.030365917,0.040709766,0.010450545,0.020354883,0.030365917,0.015590382,0.016008738,0.00410958,0,0,0,0,0,0,0,0.015590382,0.030365917,0.020354883,0.030365917,0.015590382,0.008004369,0.00410958,0,0,0,0,0,0,0,0,0.008004369,0.015590382,0.030365917,0.015590382,0.008004369,0.00410958,0,0,0,0,0,0,0,0,0,0.00410958,0.008004369,0.015590382,0.008004369,0.01643832,0,0,0,0,0,0,0,0,0,0,0,0.00410958,0.016008738,0.00410958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.500,1.167,15,12.53162884,0.017986259,0.009234453,0.004741126,0,0.018964506,0.009234453,0.017986259,0.026832345,0.013776185,0.007072929,0.003631363,0,0,0,0,0.009234453,0.004741126,0,0.061318929,0,0.004741126,0.009234453,0.017986259,0.026832345,0.013776185,0.007072929,0.003631363,0,0,0,0.017986259,0.009234453,0.004741126,0,0.004741126,0.009234453,0.017986259,0.026832345,0.013776185,0.007072929,0.003631363,0,0,0,0,0.026832345,0.017986259,0.009234453,0.004741126,0.009234453,0.017986259,0.026832345,0.013776185,0.007072929,0.003631363,0,0,0,0,0,0.013776185,0.053664691,0.017986259,0.009234453,0.017986259,0.026832345,0.027552371,0.007072929,0.014525452,0,0,0,0,0,0,0.007072929,0.013776185,0.026832345,0.017986259,0.026832345,0.013776185,0.007072929,0.003631363,0,0,0,0,0,0,0,0.003631363,0.007072929,0.013776185,0.026832345,0.013776185,0.007072929,0.003631363,0,0,0,0,0,0,0,0,0,0.003631363,0.007072929,0.013776185,0.028291718,0.003631363,0,0,0,0,0,0,0,0,0,0,0,0.007262726,0.007072929,0.003631363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003631363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.500,1.500,15,11.3981662,0.024043883,0.016117097,0.008274793,0.004248421,0,0.004248421,0.008274793,0.016117097,0.024043883,0.012344541,0.006337899,0.006507971,0,0,0,0.016117097,0.008274793,0.004248421,0,0.054946563,0,0.004248421,0.008274793,0.016117097,0.024043883,0.012344541,0.006337899,0.006507971,0,0,0.024043883,0.016117097,0.008274793,0.004248421,0,0.004248421,0.008274793,0.016117097,0.024043883,0.012344541,0.006337899,0.003253986,0,0,0,0.012344541,0.024043883,0.016117097,0.008274793,0.004248421,0.008274793,0.016117097,0.024043883,0.012344541,0.006337899,0.003253986,0,0,0,0,0.006337899,0.024689082,0.024043883,0.016117097,0.008274793,0.016117097,0.048087766,0.012344541,0.025351595,0.003253986,0,0,0,0,0,0.003253986,0.006337899,0.012344541,0.024043883,0.016117097,0.024043883,0.012344541,0.006337899,0.003253986,0,0,0,0,0,0,0,0.003253986,0.006337899,0.012344541,0.024043883,0.012344541,0.006337899,0.003253986,0,0,0,0,0,0,0,0,0,0.003253986,0.006337899,0.049378165,0.006337899,0.003253986,0,0,0,0,0,0,0,0,0,0,0,0.003253986,0.006337899,0.003253986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003253986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.500,1.833,15,11.56818912,0.011574181,0.022543426,0.015111311,0.007758406,0.015933193,0,0.003983298,0.007758406,0.015111311,0.022543426,0.011574181,0.011884765,0.003050921,0,0,0.022543426,0.015111311,0.007758406,0.003983298,0,0.051517627,0,0.003983298,0.007758406,0.015111311,0.022543426,0.011574181,0.011884765,0.003050921,0,0.011574181,0.022543426,0.015111311,0.007758406,0.003983298,0,0.003983298,0.007758406,0.015111311,0.022543426,0.011574181,0.005942383,0.003050921,0,0,0.005942383,0.011574181,0.022543426,0.015111311,0.007758406,0.003983298,0.007758406,0.015111311,0.022543426,0.011574181,0.005942383,0.003050921,0,0,0,0.003050921,0.011884765,0.011574181,0.022543426,0.015111311,0.007758406,0.030222621,0.022543426,0.046296724,0.005942383,0.003050921,0,0,0,0,0,0.003050921,0.005942383,0.011574181,0.022543426,0.015111311,0.022543426,0.011574181,0.005942383,0.006101842,0,0,0,0,0,0,0,0.003050921,0.005942383,0.011574181,0.022543426,0.011574181,0.005942383,0.003050921,0,0,0,0,0,0,0,0,0,0.003050921,0.023769531,0.011574181,0.005942383,0.003050921,0,0,0,0,0,0,0,0,0,0,0,0.003050921,0.005942383,0.003050921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003050921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.500,2.167,15,12.32163444,0.005574576,0.010857792,0.021148092,0.01417599,0.029112783,0.00373675,0,0.00373675,0.007278196,0.01417599,0.021148092,0.021715585,0.005574576,0.002862083,0,0.010857792,0.021148092,0.01417599,0.007278196,0.00373675,0,0.048328922,0,0.00373675,0.007278196,0.01417599,0.021148092,0.021715585,0.005574576,0.002862083,0.005574576,0.010857792,0.021148092,0.01417599,0.007278196,0.00373675,0,0.00373675,0.007278196,0.01417599,0.021148092,0.010857792,0.005574576,0.002862083,0,0.002862083,0.005574576,0.010857792,0.021148092,0.01417599,0.007278196,0.00373675,0.007278196,0.01417599,0.021148092,0.010857792,0.005574576,0.002862083,0,0,0,0.005724166,0.005574576,0.010857792,0.021148092,0.01417599,0.014556392,0.01417599,0.084592366,0.010857792,0.005574576,0.002862083,0,0,0,0,0,0.002862083,0.005574576,0.010857792,0.021148092,0.01417599,0.021148092,0.010857792,0.011149153,0.002862083,0,0,0,0,0,0,0,0.002862083,0.005574576,0.010857792,0.021148092,0.010857792,0.005574576,0.002862083,0,0,0,0,0,0,0,0,0,0.011448332,0.005574576,0.010857792,0.005574576,0.002862083,0,0,0,0,0,0,0,0,0,0,0,0.002862083,0.005574576,0.002862083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002862083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.500,2.500,15,12.12768226,0.002757005,0.005369912,0.01045916,0.020371661,0.054622131,0.007010984,0.003599559,0,0.003599559,0.007010984,0.013655533,0.040743322,0.01045916,0.005369912,0.002757005,0.005369912,0.01045916,0.020371661,0.013655533,0.007010984,0.003599559,0,0.046554575,0,0.003599559,0.007010984,0.013655533,0.040743322,0.01045916,0.005369912,0.002757005,0.005369912,0.01045916,0.020371661,0.013655533,0.007010984,0.003599559,0,0.003599559,0.007010984,0.013655533,0.020371661,0.01045916,0.005369912,0.002757005,0,0.002757005,0.005369912,0.01045916,0.020371661,0.013655533,0.007010984,0.003599559,0.007010984,0.013655533,0.020371661,0.01045916,0.005369912,0.002757005,0,0,0,0.002757005,0.005369912,0.01045916,0.020371661,0.027311066,0.007010984,0.054622131,0.020371661,0.01045916,0.005369912,0.002757005,0,0,0,0,0,0.002757005,0.005369912,0.01045916,0.020371661,0.013655533,0.020371661,0.020918319,0.005369912,0.011028018,0,0,0,0,0,0,0,0.002757005,0.005369912,0.01045916,0.020371661,0.01045916,0.005369912,0.002757005,0,0,0,0,0,0,0,0,0,0.002757005,0.005369912,0.01045916,0.005369912,0.002757005,0,0,0,0,0,0,0,0,0,0,0,0.002757005,0.005369912,0.002757005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002757005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.500,2.833,15,12.69022114,0,0.002748421,0.005353194,0.010426598,0.081232961,0.013613021,0.006989158,0.003588353,0,0.003588353,0.006989158,0.027226041,0.02030824,0.010426598,0.005353194,0.002748421,0.005353194,0.010426598,0.02030824,0.013613021,0.006989158,0.003588353,0,0.046409642,0,0.003588353,0.006989158,0.027226041,0.02030824,0.010426598,0,0.002748421,0.005353194,0.010426598,0.02030824,0.013613021,0.006989158,0.003588353,0,0.003588353,0.006989158,0.013613021,0.02030824,0.010426598,0.005353194,0,0,0.002748421,0.005353194,0.010426598,0.02030824,0.013613021,0.006989158,0.003588353,0.006989158,0.013613021,0.02030824,0.010426598,0.005353194,0.002748421,0,0,0,0.002748421,0.005353194,0.010426598,0.04061648,0.013613021,0.027956631,0.013613021,0.02030824,0.010426598,0.005353194,0.002748421,0,0,0,0,0,0.002748421,0.005353194,0.010426598,0.02030824,0.013613021,0.04061648,0.010426598,0.021412776,0.002748421,0,0,0,0,0,0,0,0.002748421,0.005353194,0.010426598,0.02030824,0.010426598,0.005353194,0.002748421,0,0,0,0,0,0,0,0,0,0.002748421,0.005353194,0.010426598,0.005353194,0.002748421,0,0,0,0,0,0,0,0,0,0,0,0.002748421,0.005353194,0.002748421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002748421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.500,3.167,15,12.32139758,0,0,0.002879468,0.005608438,0.043694982,0.021276551,0.014262099,0.007322406,0.003759448,0,0.003759448,0.014644811,0.014262099,0.021276551,0.010923745,0,0.002879468,0.005608438,0.010923745,0.021276551,0.014262099,0.007322406,0.003759448,0,0.048622485,0,0.003759448,0.014644811,0.014262099,0.021276551,0,0,0.002879468,0.005608438,0.010923745,0.021276551,0.014262099,0.007322406,0.003759448,0,0.003759448,0.007322406,0.014262099,0.021276551,0.010923745,0,0,0,0.002879468,0.005608438,0.010923745,0.021276551,0.014262099,0.007322406,0.003759448,0.007322406,0.014262099,0.021276551,0.010923745,0.005608438,0,0,0,0,0.002879468,0.005608438,0.021847491,0.021276551,0.057048394,0.007322406,0.014262099,0.021276551,0.010923745,0.005608438,0.002879468,0,0,0,0,0,0.002879468,0.005608438,0.010923745,0.021276551,0.028524197,0.021276551,0.043694982,0.005608438,0.002879468,0,0,0,0,0,0,0,0.002879468,0.005608438,0.010923745,0.021276551,0.010923745,0.005608438,0.005758936,0,0,0,0,0,0,0,0,0,0.002879468,0.005608438,0.010923745,0.005608438,0.002879468,0,0,0,0,0,0,0,0,0,0,0,0.002879468,0.005608438,0.002879468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002879468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.500,3.500,15,12.65505942,0,0,0,0.002898704,0.022583617,0.01099672,0.021418686,0.014357374,0.007371322,0.003784563,0,0.007569126,0.007371322,0.014357374,0.021418686,0,0,0.002898704,0.005645904,0.01099672,0.021418686,0.014357374,0.007371322,0.003784563,0,0.048947301,0,0.007569126,0.007371322,0.014357374,0,0,0,0.002898704,0.005645904,0.01099672,0.021418686,0.014357374,0.007371322,0.003784563,0,0.003784563,0.007371322,0.014357374,0.021418686,0,0,0,0,0.002898704,0.005645904,0.01099672,0.021418686,0.014357374,0.007371322,0.003784563,0.007371322,0.014357374,0.021418686,0.01099672,0,0,0,0,0,0.002898704,0.011291809,0.01099672,0.085674743,0.014357374,0.007371322,0.014357374,0.021418686,0.01099672,0.005645904,0,0,0,0,0,0,0.002898704,0.005645904,0.01099672,0.042837372,0.014357374,0.085674743,0.01099672,0.005645904,0.002898704,0,0,0,0,0,0,0,0.002898704,0.005645904,0.01099672,0.021418686,0.01099672,0.011291809,0.011594816,0,0,0,0,0,0,0,0,0,0.002898704,0.005645904,0.01099672,0.005645904,0.002898704,0,0,0,0,0,0,0,0,0,0,0,0.002898704,0.005645904,0.002898704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005797408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.500,3.833,15,12.57601419,0,0,0,0,0.013600511,0.006622545,0.012898956,0.025123736,0.016840944,0.008646429,0.004439225,0,0.004439225,0.008646429,0.016840944,0,0,0,0.003400128,0.006622545,0.012898956,0.025123736,0.016840944,0.008646429,0.004439225,0,0.057414309,0,0.004439225,0.008646429,0,0,0,0,0.003400128,0.006622545,0.012898956,0.025123736,0.016840944,0.008646429,0.004439225,0,0.004439225,0.008646429,0.016840944,0,0,0,0,0,0.003400128,0.006622545,0.012898956,0.025123736,0.016840944,0.008646429,0.004439225,0.008646429,0.016840944,0.025123736,0,0,0,0,0,0,0.006800256,0.006622545,0.051595824,0.025123736,0.016840944,0.008646429,0.016840944,0.025123736,0.012898956,0,0,0,0,0,0,0,0.003400128,0.006622545,0.025797912,0.025123736,0.067363774,0.025123736,0.012898956,0.006622545,0,0,0,0,0,0,0,0,0.003400128,0.006622545,0.012898956,0.025123736,0.025797912,0.026490179,0.003400128,0,0,0,0,0,0,0,0,0,0.003400128,0.006622545,0.012898956,0.006622545,0.003400128,0,0,0,0,0,0,0,0,0,0,0,0.003400128,0.006622545,0.003400128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
